source,target,release_date,populairty
Igor Stravinsky,Arturo Toscanini,1951,0
Aaron Copland,Leonard Bernstein,1951,0
Aaron Copland,New York Philharmonic,1951,0
Johannes Brahms,Bruno Walter,1951,0
Camille Saint-Saëns,Emil Gilels,1951,0
Camille Saint-Saëns,Daniil Shafran,1951,0
Emil Gilels,Daniil Shafran,1951,0
Johann Strauss II,Julius Patzak,1951,0
Julius Patzak,Wiener Philharmoniker,1951,0
George Frideric Handel,Concertgebouworkest,1951,0
Ludwig van Beethoven,Paul Badura-Skoda,1951,1
Ludwig van Beethoven,Vienna State Opera Orchestra,1951,1
Paul Badura-Skoda,Vienna State Opera Orchestra,1951,1
Fernando Corena,Piero de Palma,1951,0
Renata Tebaldi,Piero de Palma,1951,0
Ludwig van Beethoven,Wilhelm Backhaus,1951,0
Wilhelm Backhaus,Wiener Philharmoniker,1951,0
Rudolf Serkin,Pablo Casals,1951,0
Richard Wagner,Paul Schöffler,1952,0
Otto Edelmann,Paul Schöffler,1952,0
Paul Schöffler,Wiener Philharmoniker,1952,0
Hector Berlioz,Concertgebouworkest,1952,0
Richard Wagner,Hilde Gueden,1952,0
Hilde Gueden,Paul Schöffler,1952,0
Hilde Gueden,Wiener Philharmoniker,1952,0
Isaac Stern,Pablo Casals,1952,1
Richard Strauss,Paul Schöffler,1952,0
Paul Schöffler,Sieglinde Wagner,1952,0
Giuseppe Verdi,Antonietta Stella,1952,0
Giuseppe Verdi,Carlo Bergonzi,1952,0
Antonietta Stella,Carlo Bergonzi,1952,0
Claude Debussy,Francis Poulenc,1952,0
Greindl,Uhde,1952,0
Wolfgang Amadeus Mozart,Herbert von Karajan,1952,0
Elisabeth Schwarzkopf,Herbert von Karajan,1952,0
Dizzy Gillespie,Charlie Parker,1952,0
Dizzy Gillespie,Thelonious Monk,1952,0
Dizzy Gillespie,Buddy Rich,1952,0
Charlie Parker,Thelonious Monk,1952,0
Charlie Parker,Buddy Rich,1952,0
Thelonious Monk,Buddy Rich,1952,0
Alban Berg,New York Philharmonic,1952,0
Richard Wagner,Anton Dermota,1952,0
Richard Wagner,Vienna State Opera Chorus,1952,0
Anton Dermota,Vienna State Opera Chorus,1952,0
Anton Dermota,Wiener Philharmoniker,1952,0
Franz Schubert,Pablo Casals,1952,0
Lata Mangeshkar,Talat Mahmood,1952,0
Maria Callas,Giuseppe Di Stefano,1952,1
Rolando Panerai,Giuseppe Di Stefano,1953,0
Richard Wagner,Josef Greindl,1953,3
Richard Wagner,Philharmonia Orchestra,1953,3
Josef Greindl,Philharmonia Orchestra,1953,3
Igor Stravinsky,Philadelphia Orchestra,1953,0
Nicolai Gedda,Philharmonia Orchestra,1953,0
Roger Quilter,Jennifer Vyvyan,1953,0
Richard Wagner,RIAS Kammerchor,1953,0
Richard Strauss,Arturo Toscanini,1953,0
Igor Stravinsky,Hilde Gueden,1953,0
Edvard Grieg,Arthur Rubinstein,1953,1
Giacomo Puccini,Giuseppe Di Stefano,1953,2
Zoltán Kodály,Arturo Toscanini,1953,0
Richard Wagner,Sieglinde Wagner,1953,0
Sieglinde Wagner,RIAS Kammerchor,1953,0
Max Lorenz,Walter Berry,1953,0
Max Lorenz,Vienna State Opera Chorus,1953,0
Max Lorenz,Wiener Philharmoniker,1953,0
Max Lorenz,Karl Böhm,1953,0
Walter Berry,Vienna State Opera Chorus,1953,0
Walter Berry,Wiener Philharmoniker,1953,0
Walter Berry,Karl Böhm,1953,0
Vienna State Opera Chorus,Karl Böhm,1953,0
Wiener Philharmoniker,Karl Böhm,1953,0
Franz Schubert,Elisabeth Schwarzkopf,1953,2
Richard Wagner,Ernst Haefliger,1953,0
Richard Wagner,Josef Metternich,1953,0
Ernst Haefliger,Josef Metternich,1953,0
Ernst Haefliger,Josef Greindl,1953,0
Josef Metternich,Josef Greindl,1953,0
Giuseppe Di Stefano,Maria Callas,1953,1
Giuseppe Di Stefano,Nicola Rossi-Lemeni,1953,1
Johannes Brahms,Irmgard Seefried,1953,0
Tito Gobbi,Giuseppe Di Stefano,1953,0
Luigi Cherubini,Arturo Toscanini,1953,1
Johannes Brahms,Joseph Szigeti,1953,0
Kid Ory,Teddy Buckner,1954,2
Kid Ory,Don Ewell,1954,2
Kid Ory,Alvin Alcorn,1954,2
Kid Ory,Barney Kessel,1954,2
Teddy Buckner,Don Ewell,1954,2
Teddy Buckner,Alvin Alcorn,1954,2
Teddy Buckner,Barney Kessel,1954,2
Don Ewell,Alvin Alcorn,1954,2
Don Ewell,Barney Kessel,1954,2
Alvin Alcorn,Barney Kessel,1954,2
Giuseppe Verdi,Hilde Gueden,1954,0
Giuseppe Verdi,Aldo Protti,1954,0
Hilde Gueden,Aldo Protti,1954,0
Ruperto Chapí,Coro Cantores de Madrid,1954,3
Ruperto Chapí,Ataúlfo Argenta,1954,3
Ruperto Chapí,Jose Perera,1954,3
Ruperto Chapí,Orquesta De Camara De Madrid,1954,3
Coro Cantores de Madrid,Ataúlfo Argenta,1954,3
Coro Cantores de Madrid,Jose Perera,1954,3
Coro Cantores de Madrid,Orquesta De Camara De Madrid,1954,3
Ataúlfo Argenta,Jose Perera,1954,3
Ataúlfo Argenta,Orquesta De Camara De Madrid,1954,3
Jose Perera,Orquesta De Camara De Madrid,1954,3
Duke Ellington,Clark Terry,1954,1
Duke Ellington,Cat Anderson,1954,1
Duke Ellington,Ray Nance,1954,1
Duke Ellington,Britt Woodman,1954,1
Duke Ellington,Jimmy Hamilton,1954,1
Duke Ellington,Paul Gonsalves,1954,1
Duke Ellington,Harry Carney,1954,1
Duke Ellington,Wendell Marshall,1954,1
Duke Ellington,Dave Black,1954,1
Clark Terry,Cat Anderson,1954,1
Clark Terry,Ray Nance,1954,1
Clark Terry,Britt Woodman,1954,1
Clark Terry,Jimmy Hamilton,1954,1
Clark Terry,Paul Gonsalves,1954,1
Clark Terry,Harry Carney,1954,1
Clark Terry,Wendell Marshall,1954,1
Clark Terry,Dave Black,1954,1
Cat Anderson,Ray Nance,1954,1
Cat Anderson,Britt Woodman,1954,1
Cat Anderson,Jimmy Hamilton,1954,1
Cat Anderson,Paul Gonsalves,1954,1
Cat Anderson,Harry Carney,1954,1
Cat Anderson,Wendell Marshall,1954,1
Cat Anderson,Dave Black,1954,1
Ray Nance,Britt Woodman,1954,1
Ray Nance,Jimmy Hamilton,1954,1
Ray Nance,Paul Gonsalves,1954,1
Ray Nance,Harry Carney,1954,1
Ray Nance,Wendell Marshall,1954,1
Ray Nance,Dave Black,1954,1
Britt Woodman,Jimmy Hamilton,1954,1
Britt Woodman,Paul Gonsalves,1954,1
Britt Woodman,Harry Carney,1954,1
Britt Woodman,Wendell Marshall,1954,1
Britt Woodman,Dave Black,1954,1
Jimmy Hamilton,Paul Gonsalves,1954,1
Jimmy Hamilton,Harry Carney,1954,1
Jimmy Hamilton,Wendell Marshall,1954,1
Jimmy Hamilton,Dave Black,1954,1
Paul Gonsalves,Harry Carney,1954,1
Paul Gonsalves,Wendell Marshall,1954,1
Paul Gonsalves,Dave Black,1954,1
Harry Carney,Wendell Marshall,1954,1
Harry Carney,Dave Black,1954,1
Wendell Marshall,Dave Black,1954,1
Johann Strauss II,Fritz Reiner,1954,0
Sergei Rachmaninoff,Arthur Rubinstein,1954,0
Arthur Rubinstein,Fritz Reiner,1954,0
Richard Strauss,Christel Goltz,1954,0
Christel Goltz,Wiener Philharmoniker,1954,0
Giuseppe Verdi,Kim Borg,1954,0
Giuseppe Verdi,RIAS Kammerchor,1954,0
Kim Borg,RIAS Kammerchor,1954,0
Gioachino Rossini,Fritz Reiner,1954,0
Richard Strauss,Ludwig Weber,1954,0
Richard Strauss,Sena Jurinac,1954,0
Richard Strauss,Hilde Gueden,1954,0
Ludwig Weber,Sena Jurinac,1954,0
Ludwig Weber,Hilde Gueden,1954,0
Ludwig Weber,Wiener Philharmoniker,1954,0
Sena Jurinac,Hilde Gueden,1954,0
Sena Jurinac,Wiener Philharmoniker,1954,0
Sergei Prokofiev,Fritz Reiner,1954,0
Franz Joseph Haydn,Fritz Reiner,1954,0
Giuseppe Verdi,Renata Tebaldi,1954,0
Ruperto Chapí,Pilar Lorengar,1954,3
Ruperto Chapí,Carlos Munguia,1954,3
Ruperto Chapí,Manuel Ausensi,1954,3
Pilar Lorengar,Carlos Munguia,1954,3
Pilar Lorengar,Manuel Ausensi,1954,3
Pilar Lorengar,Ataúlfo Argenta,1954,3
Pilar Lorengar,Jose Perera,1954,3
Pilar Lorengar,Orquesta De Camara De Madrid,1954,3
Carlos Munguia,Manuel Ausensi,1954,3
Carlos Munguia,Ataúlfo Argenta,1954,3
Carlos Munguia,Jose Perera,1954,3
Carlos Munguia,Orquesta De Camara De Madrid,1954,3
Manuel Ausensi,Ataúlfo Argenta,1954,3
Manuel Ausensi,Jose Perera,1954,3
Manuel Ausensi,Orquesta De Camara De Madrid,1954,3
Giuseppe Verdi,Piero de Palma,1954,0
Giuseppe Verdi,Mario del Monaco,1954,0
Piero de Palma,Mario del Monaco,1954,0
Geeta Dutt,Mohammed Rafi,1955,5
Hilde Gueden,Giuseppe Di Stefano,1955,5
Hilde Gueden,Renato Capecchi,1955,5
Giuseppe Di Stefano,Renato Capecchi,1955,5
Dizzy Gillespie,Stan Getz,1955,2
Paul Clayton,Jean Ritchie,1956,8
Sonny Rollins,Max Roach,1956,9
Alexander Scriabin,Glenn Gould,1956,11
Ludwig van Beethoven,Glenn Gould,1956,11
Carmen Delia Dipini,La Sonora Matancera,1956,15
Kishore Kumar,Asha Bhosle,1956,9
Chet Baker,Art Pepper,1957,17
Kenny Dorham,Sonny Rollins,1957,14
Gerry Mulligan,Stan Getz,1957,14
Johann Sebastian Bach,Leonard Bernstein,1957,20
Glenn Gould,Leonard Bernstein,1957,20
Manna Dey,Lata Mangeshkar,1957,15
Tadd Dameron,John Coltrane,1957,14
Dean Martin,Jerry Lewis,1957,11
Gioachino Rossini,Chicago Symphony Orchestra,1958,15
Giacomo Puccini,Rolando Panerai,1958,17
Dmitri Shostakovich,Leonard Bernstein,1959,15
Dmitri Shostakovich,New York Philharmonic,1959,15
Lena Horne,Harry Belafonte,1959,17
Franz Schubert,George Szell,1959,14
Franz Schubert,Cleveland Orchestra,1959,14
Count Basie,Tony Bennett,1959,15
Nikolai Rimsky-Korsakov,Philadelphia Orchestra,1959,13
Nikolai Rimsky-Korsakov,Eugene Ormandy,1959,13
Stan Getz,Oscar Peterson Trio,1959,16
Coleman Hawkins,Ben Webster,1959,19
Gioachino Rossini,Herbert von Karajan,1960,16
Gioachino Rossini,Philharmonia Orchestra,1960,16
Dave Brubeck,Jimmy Rushing,1960,15
Georges Bizet,Victoria de los Ángeles,1960,19
Johnny Hodges,Billy Strayhorn,1961,14
Johannes Brahms,Philippe Entremont,1961,16
Ludwig van Beethoven,Philippe Entremont,1961,13
Johann Sebastian Bach,David Oistrakh,1962,18
Johann Sebastian Bach,Eugene Goossens,1962,18
David Oistrakh,Eugene Goossens,1962,18
Pyotr Ilyich Tchaikovsky,London Symphony Orchestra,1962,23
Bill Evans,Shelly Manne,1962,16
Ben Webster,"Harry ""Sweets"" Edison",1962,16
La Sonora Matancera,Nelson Pinedo,1962,27
Georges Bizet,Herbert von Karajan,1963,22
Georges Bizet,Wiener Philharmoniker,1963,22
The Carter Family,Johnny Cash,1963,18
Duke Ellington,Johnny Hodges,1963,15
T. M. Soundararajan,P. Susheela,1963,20
The Beach Boys,Sweet,1964,18
Monica Zetterlund,Bill Evans Trio,1964,16
Stranger Cole,Ken Boothe,1964,25
The Dreamletts,Baba Brooks & His Band,1964,22
Antonio Vivaldi,Leonard Bernstein,1964,23
Antonio Vivaldi,New York Philharmonic,1964,23
Gustav Mahler,Leonard Bernstein,1964,22
Johannes Brahms,Berliner Philharmoniker,1964,25
Johannes Brahms,Herbert von Karajan,1964,25
Wolfgang Amadeus Mozart,Leonard Bernstein,1964,20
Jacques Offenbach,Nicolai Gedda,1965,32
The Yardbirds,Eric Clapton,1965,21
Jimmy Smith,Kenny Burrell,1965,23
Cal Tjader,Eddie Palmieri,1966,21
Itzhak Perlman,London Symphony Orchestra,1967,21
Johnny Pacheco,"Pete ""El Conde"" Rodriguez",1967,28
Gabriel Fauré,New Philharmonia Orchestra,1968,30
Mike Bloomfield,Al Kooper,1968,25
Thad Jones,Mel Lewis,1970,27
William Byrd,Glenn Gould,1970,34
Porter Wagoner,Dolly Parton,1970,29
Carole King,James Taylor,1970,28
Domenico Scarlatti,Glenn Gould,1970,31
John Lee Hooker,Canned Heat,1971,33
Astrud Gilberto,Stanley Turrentine,1971,33
Ismael Miranda,Larry Harlow,1971,30
Edgar Winter,The Edgar Winter Group,1972,27
Ralph Vaughan Williams,Academy of St. Martin in the Fields,1972,34
Ralph Vaughan Williams,Sir Neville Marriner,1972,34
Academy of St. Martin in the Fields,Sir Neville Marriner,1972,34
Nitty Gritty Dirt Band,Jimmy Martin,1972,27
Elis Regina,Antônio Carlos Jobim,1974,38
David Allan Coe,George Jones,1974,23
Sinn Sisamouth,Ros Serey Sothea,1974,27
Sinn Sisamouth,Pan Ron,1974,27
Sinn Sisamouth,Dara Jamchan,1974,27
Ros Serey Sothea,Pan Ron,1974,27
Ros Serey Sothea,Dara Jamchan,1974,27
Pan Ron,Dara Jamchan,1974,27
Lata Mangeshkar,Kishore Kumar,1974,29
Charles Gounod,Luciano Pavarotti,1974,24
Kishore Kumar,Manna Dey,1975,42
Paul Desmond,Dave Brubeck,1975,31
Ambrosia,Alan Parsons,1975,28
Stan Getz,João Gilberto,1976,36
Linda Ronstadt,Dolly Parton,1977,31
Giacomo Puccini,Mirella Freni,1978,26
Giacomo Puccini,Sherrill Milnes,1978,26
Mirella Freni,Sherrill Milnes,1978,26
Willie Colón,Rubén Blades,1978,32
Franz Joseph Haydn,Beaux Arts Trio,1979,32
Johnny Pacheco,Celia Cruz,1980,31
Celia Cruz,"Pete ""El Conde"" Rodriguez",1980,31
Anoushirvan Rohani,Mahasti,1980,34
Stanley Clarke,George Duke,1981,35
Brian Eno,David Byrne,1981,27
Merle Haggard,George Jones,1982,28
Adalberto Santiago,Roberto Roena,1982,35
Ilaiyaraaja,K. J. Yesudas,1983,40
Peabo Bryson,Roberta Flack,1983,37
Julio Iglesias,Diana Ross,1984,32
Tony Rice,Vassar Clements,1984,27
Tony Rice,Sam Bush,1984,27
Tony Rice,Béla Fleck,1984,27
Vassar Clements,Sam Bush,1984,27
Vassar Clements,Béla Fleck,1984,27
Sam Bush,Béla Fleck,1984,27
Merle Haggard,Janie Fricke,1984,26
オメガトライブ,Kiyotaka Sugiyama,1984,33
Danny Chan,Tom Brown,1985,39
Bruce Hornsby,The Range,1986,30
Selda Bağcan,Ahmet Kaya,1986,60
Cocteau Twins,Harold Budd,1986,32
Celia Cruz,Johnny Pacheco,1986,32
Johnny Cash,Waylon Jennings,1986,31
Sarah Brightman,Michael Crawford,1987,34
Béla Fleck,Sam Bush,1988,30
Béla Fleck,Tony Rice,1988,30
Sam Bush,Tony Rice,1988,30
Jody Watley,Eric B. & Rakim,1989,32
Anuradha Paudwal,Kumar Sanu,1989,51
Edvard Grieg,San Francisco Symphony,1989,39
Stuttgart Piano Trio,Franz Schubert,1989,40
Robert Schumann,Maria João Pires,1990,37
Sergei Prokofiev,Royal Scottish National Orchestra,1990,38
Sergei Prokofiev,Neeme Järvi,1990,38
Royal Scottish National Orchestra,Neeme Järvi,1990,38
Prince,Tevin Campbell,1990,32
彭家麗,William So,1991,46
Fei Yu-ching,Chang Li,1992,44
Antonio Vivaldi,Itzhak Perlman,1992,46
Antonio Vivaldi,London Philharmonic Orchestra,1992,46
Itzhak Perlman,London Philharmonic Orchestra,1992,46
Biohazard,Onyx,1993,41
Guru,Roy Ayers,1993,47
Bob Wills,Texas Playboys,1994,36
Method Man,Raekwon,1994,39
Spice 1,2Pac,1994,35
TRU,Master P,1995,36
TRU,Mia X,1995,36
Master P,Mia X,1995,36
Fourplay,Phil Collins,1995,41
Kausion,B-Real,1995,35
Jon Secada,Shanice,1995,40
Kenny G,Toni Braxton,1996,44
Foxy Brown,Method Man,1996,40
B-Legit,E-40,1996,36
B-Legit,Kurupt,1996,36
E-40,Kurupt,1996,36
Master P,Silkk The Shocker,1997,37
Keith Sweat,Xscape,1997,36
A Tribe Called Quest,Wordsworth,1998,41
A Tribe Called Quest,Mos Def,1998,41
Wordsworth,Mos Def,1998,41
Onyx,DMX,1998,44
Gang Starr,Big Shug,1998,43
Gang Starr,Freddie Foxxx,1998,43
Big Shug,Freddie Foxxx,1998,43
Kavita Krishnamurthy,Kumar Sanu,1998,51
Kumar Sanu,Alka Yagnik,1998,51
Liquid Tension Experiment,John Petrucci,1999,49
Liquid Tension Experiment,Mike Portnoy,1999,49
Liquid Tension Experiment,Tony Levin,1999,49
Liquid Tension Experiment,Jordan Rudess,1999,49
John Petrucci,Mike Portnoy,1999,49
John Petrucci,Tony Levin,1999,49
John Petrucci,Jordan Rudess,1999,49
Mike Portnoy,Tony Levin,1999,49
Mike Portnoy,Jordan Rudess,1999,49
Tony Levin,Jordan Rudess,1999,49
John Prine,Iris DeMent,1999,40
Sheryl Crow,Dixie Chicks,1999,42
John Prine,Trisha Yearwood,1999,40
John Prine,Melba Montgomery,1999,40
Jennifer Lopez,Marc Anthony,1999,47
Gang Starr,Total,1999,43
Stefanie Sun,Jerry,2000,53
Felix Mendelssohn,London Symphony Orchestra,2000,45
Redman,Method Man,2000,45
Bone Thugs-N-Harmony,Big B,2000,42
Foxy Brown,Spragga Benz,2001,48
Paul McCartney,Wings,2001,41
Josh Groban,Charlotte Church,2001,46
Mariah Carey,Da Brat,2001,46
Mariah Carey,Ludacris,2001,46
Mariah Carey,Shawnna,2001,46
Da Brat,Ludacris,2001,46
Da Brat,Shawnna,2001,46
Ludacris,Shawnna,2001,46
DMX,Faith Evans,2001,45
Salt-N-Pepa,En Vogue,2001,48
Redman,DJ Kool,2001,41
Counting Crows,Sheryl Crow,2002,40
B2K,Diddy,2002,39
Busta Rhymes,Sean Paul,2002,47
Antonio Vivaldi,Stephen Cleobury,2002,51
Antonio Vivaldi,Academy of Ancient Music,2002,51
Stephen Cleobury,Academy of Ancient Music,2002,51
Juan Gotti,Grimm,2002,40
Linkin Park,Planet Asia,2002,39
Linkin Park,Rasco,2002,39
Planet Asia,Rasco,2002,39
Erik Satie,Jean-Yves Thibaudet,2002,45
The Band,Dr. John,2002,42
John Cage,Alexei Lubimov,2002,50
Houston,Chingy,2003,46
Houston,Nate Dogg,2003,46
Houston,I-20,2003,46
Chingy,Nate Dogg,2003,46
Chingy,I-20,2003,46
Nate Dogg,I-20,2003,46
Shankar-Ehsaan-Loy,KK,2003,53
Shankar-Ehsaan-Loy,Shaan,2003,53
KK,Shaan,2003,53
Franz Liszt,Paul Lewis,2003,47
Jimmie Vaughan,Eric Clapton,2003,45
Jimmie Vaughan,Bonnie Raitt,2003,45
Jimmie Vaughan,Robert Cray,2003,45
Jimmie Vaughan,B.B. King,2003,45
Jimmie Vaughan,Buddy Guy,2003,45
Jimmie Vaughan,Dr. John,2003,45
Eric Clapton,Bonnie Raitt,2003,45
Eric Clapton,Robert Cray,2003,45
Eric Clapton,Buddy Guy,2003,45
Eric Clapton,Dr. John,2003,45
Bonnie Raitt,Robert Cray,2003,45
Bonnie Raitt,B.B. King,2003,45
Bonnie Raitt,Buddy Guy,2003,45
Bonnie Raitt,Dr. John,2003,45
Robert Cray,B.B. King,2003,45
Robert Cray,Buddy Guy,2003,45
Robert Cray,Dr. John,2003,45
B.B. King,Buddy Guy,2003,45
B.B. King,Dr. John,2003,45
Buddy Guy,Dr. John,2003,45
Jules Massenet,Yo-Yo Ma,2003,45
Jules Massenet,Kathryn Stott,2003,45
Yo-Yo Ma,Kathryn Stott,2003,45
Georges Bizet,Angela Gheorghiu,2003,49
Usher,Shyne,2004,45
Usher,Twista,2004,45
Usher,Kanye West,2004,45
Usher,Jermaine Dupri,2004,45
Shyne,Twista,2004,45
Shyne,Kanye West,2004,45
Shyne,Jermaine Dupri,2004,45
Twista,Kanye West,2004,45
Twista,Jermaine Dupri,2004,45
Kanye West,Jermaine Dupri,2004,45
My Chemical Romance,The Used,2004,45
Zero 7,Sia,2004,49
DJ Kay Slay,Three 6 Mafia,2004,41
DJ Kay Slay,Lil Wyte,2004,41
DJ Kay Slay,Frayser Boy,2004,41
Three 6 Mafia,Lil Wyte,2004,41
Three 6 Mafia,Frayser Boy,2004,41
Lil Wyte,Frayser Boy,2004,41
Shyne,Mashonda,2004,43
Kings of Convenience,Feist,2004,57
JAY-Z,Linkin Park,2004,47
Zero 7,Sophie Barker,2004,48
Madvillain,Quasimoto,2004,46
Nas,Quan,2004,46
Diddy,50 Cent,2004,47
Diddy,Busta Rhymes,2004,47
Diddy,Lloyd Banks,2004,47
50 Cent,Busta Rhymes,2004,47
50 Cent,Lloyd Banks,2004,47
50 Cent,The Notorious B.I.G.,2004,47
Busta Rhymes,Lloyd Banks,2004,47
Busta Rhymes,The Notorious B.I.G.,2004,47
Lloyd Banks,The Notorious B.I.G.,2004,47
DJ Nelson,Zion,2004,40
David Crosby,Graham Nash,2004,48
Beanie Sigel,JAY-Z,2005,44
Trey Songz,Twista,2005,45
Busta Rhymes,Mary J. Blige,2005,49
Busta Rhymes,Missy Elliott,2005,49
Busta Rhymes,DMX,2005,49
Busta Rhymes,Rah Digga,2005,49
Busta Rhymes,Papoose,2005,49
Mary J. Blige,Missy Elliott,2005,49
Mary J. Blige,DMX,2005,49
Mary J. Blige,Rah Digga,2005,49
Mary J. Blige,Lloyd Banks,2005,49
Mary J. Blige,Papoose,2005,49
Missy Elliott,DMX,2005,49
Missy Elliott,Rah Digga,2005,49
Missy Elliott,Lloyd Banks,2005,49
Missy Elliott,Papoose,2005,49
DMX,Rah Digga,2005,49
DMX,Lloyd Banks,2005,49
DMX,Papoose,2005,49
Rah Digga,Lloyd Banks,2005,49
Rah Digga,Papoose,2005,49
Lloyd Banks,Papoose,2005,49
Hector & Tito,Víctor Manuelle,2005,47
Yo-Yo Ma,Itzhak Perlman,2005,50
Mase,Total,2005,49
Coti,Paulina Rubio,2005,60
Coti,Julieta Venegas,2005,60
Paulina Rubio,Julieta Venegas,2005,60
Alicia Keys,Adam Levine,2005,51
Motorcycle,Gabriel & Dresden,2005,46
Gucci Mane,Jeezy,2005,42
Gucci Mane,Boo,2005,42
Jeezy,Boo,2005,42
Merl Saunders,Jerry Garcia,2006,43
Reba McEntire,Linda Davis,2006,43
Troy,Ryan,2006,51
A.R. Rahman,Chinmayi,2006,58
Lil Scrappy,Young Buck,2006,44
OutKast,Snoop Dogg,2006,44
OutKast,Lil Wayne,2006,44
Ginuwine,R.L.,2006,42
Ginuwine,Tyrese,2006,42
Ginuwine,Case,2006,42
R.L.,Tyrese,2006,42
R.L.,Case,2006,42
Tyrese,Case,2006,42
Wisin,Yandel,2006,50
Three 6 Mafia,Lil Jon,2006,48
Baby Boy,Boosie Badazz,2007,44
Johann Nepomuk Hummel,Tine Thing Helseth,2007,50
T.I.,Wyclef Jean,2007,45
Kat Deluna,Elephant Man,2007,49
Kat Deluna,Busta Rhymes,2007,54
Jason Mraz,James Morrison,2008,52
Sean Kingston,Juelz Santana,2008,51
Madonna,Justin Timberlake,2008,52
Madonna,Timbaland,2008,52
Justin Timberlake,Timbaland,2008,52
E-40,Too $hort,2008,44
Claude Debussy,Simon Trpčeski,2008,50
Maroon 5,Rihanna,2008,50
Flo Rida,Timbaland,2008,51
Mystery Jets,Laura Marling,2008,54
Ciara,Justin Timberlake,2009,45
Jonas Brothers,Miley Cyrus,2009,51
Flex,Mr. Saik,2009,50
Birdman,Lil Wayne,2009,45
Rocío Dúrcal,Juan Gabriel,2009,44
Rick Ross,John Legend,2009,46
Aventura,Wisin & Yandel,2009,53
Aventura,Akon,2009,53
Wisin & Yandel,Akon,2009,53
MF DOOM,J Dilla,2009,48
Rihanna,Slash,2009,50
Snoop Dogg,The-Dream,2009,49
Yo Gotti,Lil Wayne,2009,44
Rusko,Amber Coffman,2010,46
Colt Ford,Brantley Gilbert,2010,47
Rocío Dúrcal,Julio Iglesias,2010,60
Webbie,Lil Phat,2010,46
Nadia Ali,Avicii,2010,55
Ludwig van Beethoven,Louis Lortie,2010,53
Lenny Cooper,Colt Ford,2010,46
John Legend,The Roots,2010,54
John Legend,Common,2010,54
John Legend,Melanie Fiona,2010,54
The Roots,Common,2010,54
The Roots,Melanie Fiona,2010,54
Common,Melanie Fiona,2010,54
Demi Lovato,Joe Jonas,2010,52
Swedish House Mafia,Tinie Tempah,2010,48
Frédéric Chopin,Hélène Grimaud,2010,51
Dizzee Rascal,Armand Van Helden,2011,65
Rusko,Netsky,2011,47
Franz Liszt,Lise de la Salle,2011,55
Lil Wayne,T-Pain,2011,46
Blackstreet,Mýa,2011,46
Blackstreet,Mase,2011,46
Mýa,Mase,2011,46
Alejandro Sanz,Jarabe De Palo,2011,46
Martin Solveig,Dragonette,2011,47
Matt Nathanson,Sugarland,2011,47
Steve Aoki,Laidback Luke,2011,48
Steve Aoki,Lil Jon,2011,48
Laidback Luke,Lil Jon,2011,48
Johannes Brahms,David Zinman,2011,56
The Game,Kendrick Lamar,2011,51
Thalía,Prince Royce,2012,60
Chief Keef,Rick Ross,2012,48
Wale,Rick Ross,2012,48
Wale,Meek Mill,2012,48
Wale,T-Pain,2012,48
Rick Ross,Meek Mill,2012,48
Rick Ross,T-Pain,2012,48
Meek Mill,T-Pain,2012,48
Robert Glasper,Erykah Badu,2012,54
Robert Glasper,Phonte,2012,54
Robert Glasper,9th Wonder,2012,54
Erykah Badu,Phonte,2012,54
Erykah Badu,9th Wonder,2012,54
Phonte,9th Wonder,2012,54
Jake Owen,Florida Georgia Line,2012,48
Christoph Willibald Gluck,Yuja Wang,2012,53
T.I.,Lil Wayne,2012,51
Pleasure P,Tyga,2012,56
Far East Movement,Justin Bieber,2012,50
Justin Bieber,Drake,2012,55
DJ Khaled,Kanye West,2012,49
DJ Khaled,Rick Ross,2012,49
Kanye West,Rick Ross,2012,49
Meek Mill,Rick Ross,2012,49
Zimple,Don Aero,2012,60
Victorious Cast,Victoria Justice,2012,48
Tyga,The Game,2013,50
Yo Gotti,Jeezy,2013,51
Yo Gotti,YG,2013,51
Jeezy,YG,2013,51
Yo Gotti,Rich Homie Quan,2013,49
Adventure Club,Yuna,2013,51
Florida Georgia Line,Nelly,2013,50
The Skyliners,Rock,2013,49
Paramore,Joy Williams,2013,57
Kenny Chesney,Willie Nelson,2013,49
Sammy Adams,Mike Posner,2013,51
Waka Flocka Flame,T.I.,2013,50
Fall Out Boy,Big Sean,2013,49
Kele,MNDR,2014,53
Chuuwee,Trizz,2014,54
X Ambassadors,Jamie N Commons,2014,58
X Ambassadors,JAY-Z,2014,58
Jamie N Commons,JAY-Z,2014,58
Nicki Minaj,LunchMoney Lewis,2014,51
Porter Robinson,Urban Cone,2014,54
The Vamps,Shawn Mendes,2014,52
The Knocks,POWERS,2014,54
Dirty Heads,Ward 21,2014,50
Lizzo,Caroline Smith,2014,53
Bebe Rexha,The Chainsmokers,2014,56
George Strait,Jason Aldean,2014,53
George Strait,Kenny Chesney,2014,53
George Strait,Eric Church,2014,53
George Strait,Sheryl Crow,2014,53
George Strait,Vince Gill,2014,53
George Strait,Faith Hill,2014,53
George Strait,Alan Jackson,2014,53
George Strait,Miranda Lambert,2014,53
George Strait,Martina McBride,2014,53
Jason Aldean,Kenny Chesney,2014,53
Jason Aldean,Eric Church,2014,53
Jason Aldean,Sheryl Crow,2014,53
Jason Aldean,Vince Gill,2014,53
Jason Aldean,Faith Hill,2014,53
Jason Aldean,Alan Jackson,2014,53
Jason Aldean,Miranda Lambert,2014,53
